Data;Abertura;Max;Min;Fechamento;Fechamento_Ajustado;Volume
Apr 28, 2022;121.03;123.52;120.50;123.03;109.18;3,035,089
Apr 27, 2022;121.05;122.14;120.18;120.58;107.01;3,736,663
Apr 26, 2022;121.58;122.89;119.46;120.59;107.02;5,789,118
Apr 25, 2022;124.34;124.61;121.97;124.25;110.27;4,104,911
Apr 22, 2022;126.09;126.25;123.95;124.72;110.69;3,776,250
Apr 21, 2022;127.07;128.01;126.51;126.90;112.62;2,795,291
Apr 20, 2022;126.10;127.51;125.86;125.91;111.74;2,367,960
Apr 19, 2022;122.78;125.91;122.78;125.50;111.38;2,746,016
Apr 18, 2022;123.29;124.02;121.86;122.22;108.47;2,123,857
Apr 14, 2022;124.29;125.08;123.09;123.23;109.36;2,787,996
Apr 13, 2022;124.18;124.72;123.39;124.30;110.31;2,382,552
Apr 12, 2022;126.54;126.70;123.82;124.23;110.25;3,125,028
Apr 11, 2022;125.79;127.27;125.38;125.52;111.39;2,964,645
Apr 8, 2022;126.25;126.80;124.90;125.26;111.16;3,337,438
Apr 7, 2022;124.91;125.81;123.38;125.38;111.27;2,630,004
Apr 6, 2022;123.19;125.74;122.95;125.67;111.53;3,235,778
Apr 5, 2022;124.29;125.94;124.17;124.50;110.49;2,569,726
Apr 4, 2022;124.63;125.43;122.14;125.03;110.96;3,147,633
Apr 1, 2022;125.11;125.30;122.78;125.16;111.08;2,626,894
Mar 31, 2022;125.79;126.46;124.41;124.48;110.47;3,819,785
Mar 30, 2022;126.53;128.14;126.06;126.61;112.37;2,864,540
Mar 29, 2022;126.25;127.86;125.45;127.16;112.85;3,221,067
Mar 28, 2022;125.36;125.53;123.07;124.97;110.91;3,205,160
Mar 25, 2022;124.81;126.40;124.51;125.80;111.65;2,688,369
Mar 24, 2022;123.85;124.77;123.24;124.57;110.55;2,425,608
Mar 23, 2022;125.16;125.23;123.38;123.48;109.58;3,154,091
Mar 22, 2022;124.96;126.12;124.16;125.37;111.26;5,085,392
Mar 21, 2022;124.32;125.20;123.24;124.23;110.25;5,399,820
Mar 18, 2022;122.97;124.12;121.42;124.01;110.06;9,426,992
Mar 17, 2022;121.50;123.50;120.53;123.49;109.59;3,332,893
Mar 16, 2022;121.04;122.30;119.43;121.66;107.97;4,561,305
Mar 15, 2022;121.13;121.64;119.22;120.66;107.08;3,991,411
Mar 14, 2022;118.27;121.48;118.27;119.97;106.47;4,676,480
Mar 11, 2022;119.96;120.80;117.75;117.86;104.60;4,962,682
Mar 10, 2022;121.52;122.04;119.84;120.34;106.80;4,537,624
Mar 9, 2022;123.63;124.80;122.48;122.58;108.78;3,991,411
Mar 8, 2022;121.44;124.97;119.78;121.57;107.89;5,507,939
Mar 7, 2022;121.86;121.86;119.21;119.80;106.32;5,446,584
Mar 4, 2022;122.21;123.49;121.86;122.68;108.88;3,869,299
Mar 3, 2022;124.18;125.41;123.34;124.00;110.04;4,549,823
Mar 2, 2022;121.75;124.06;121.17;123.09;109.24;4,466,582
Mar 1, 2022;124.23;124.60;120.53;121.03;107.41;3,963,424
Feb 28, 2022;124.82;125.11;122.70;124.29;110.30;5,041,499
Feb 25, 2022;120.74;126.89;120.69;125.84;111.68;8,052,309
Feb 24, 2022;118.81;120.31;116.84;120.15;106.63;7,304,092
Feb 23, 2022;122.70;123.19;120.51;120.72;107.14;4,600,534
Feb 22, 2022;123.91;124.17;121.97;122.70;108.89;5,392,884
Feb 18, 2022;123.91;125.18;123.11;123.43;109.54;6,002,485
Feb 17, 2022;126.13;126.65;124.15;124.28;110.30;7,424,409
Feb 16, 2022;131.27;132.11;128.85;130.13;114.38;5,346,120
Feb 15, 2022;132.71;133.01;130.64;131.56;115.63;3,989,617
Feb 14, 2022;133.24;133.44;129.90;132.12;116.13;5,542,742
Feb 11, 2022;133.91;135.12;132.78;133.39;117.25;4,344,709
Feb 10, 2022;135.46;136.11;132.96;133.56;117.40;4,345,307
Feb 9, 2022;136.75;137.34;135.39;136.82;120.26;2,563,746
Feb 8, 2022;134.97;136.38;134.05;135.79;119.36;2,839,184
Feb 7, 2022;134.41;135.71;133.79;134.76;118.45;2,919,556
Feb 4, 2022;136.95;137.74;133.86;134.39;118.13;4,839,614
Feb 3, 2022;139.01;139.41;137.21;137.45;120.82;3,120,005
Feb 2, 2022;140.30;141.51;138.63;139.35;122.48;3,816,795
Feb 1, 2022;138.45;140.43;137.76;139.99;123.05;3,573,528
Jan 31, 2022;136.04;139.04;135.11;138.81;122.01;6,088,118
Jan 28, 2022;140.79;141.10;134.23;136.37;119.87;7,441,034
Jan 27, 2022;141.39;143.91;140.84;142.27;125.06;3,328,229
Jan 26, 2022;145.72;146.53;140.64;141.56;124.42;5,274,360
Jan 25, 2022;145.09;145.95;140.48;145.28;127.69;6,041,116
Jan 24, 2022;143.70;144.82;141.16;144.48;127.00;5,635,193
Jan 21, 2022;144.98;147.17;144.28;144.36;126.89;4,161,004
Jan 20, 2022;149.31;149.85;144.91;145.13;127.56;3,369,491
Jan 19, 2022;150.36;151.23;148.52;149.23;131.17;2,354,446
Jan 18, 2022;148.98;149.29;147.30;149.06;131.02;2,883,078
Jan 14, 2022;151.22;151.22;148.55;149.45;131.36;2,734,176
Jan 13, 2022;150.40;151.62;149.69;151.35;133.04;2,505,261
Jan 12, 2022;149.67;150.51;149.32;150.02;131.86;2,067,286
Jan 11, 2022;148.83;150.13;147.51;149.65;131.54;2,707,983
Jan 10, 2022;150.04;150.36;147.81;148.34;130.38;2,772,328
Jan 7, 2022;148.94;150.91;148.18;150.46;132.25;3,349,039
Jan 6, 2022;151.24;151.57;148.44;148.83;130.82;2,996,458
Jan 5, 2022;148.10;151.99;147.99;150.08;131.91;3,531,070
Jan 4, 2022;149.23;151.56;148.85;150.69;132.46;3,016,551
Jan 3, 2022;149.10;149.74;147.02;148.61;130.63;2,309,117
Dec 31, 2021;148.44;149.12;147.58;148.52;130.55;1,691,862
Dec 30, 2021;149.56;149.82;148.48;148.53;130.55;1,276,491
Dec 29, 2021;148.39;149.57;148.19;149.17;131.12;1,461,392
Dec 28, 2021;147.86;149.25;147.78;148.53;130.55;1,936,204
Dec 27, 2021;146.45;147.77;146.25;147.74;129.86;1,414,868
Dec 23, 2021;144.64;146.84;144.46;146.30;128.59;2,339,017
Dec 22, 2021;144.58;144.84;143.44;144.35;126.88;2,418,312
Dec 21, 2021;145.02;145.48;144.00;144.58;127.08;2,384,944
Dec 20, 2021;144.82;145.38;142.94;144.35;126.88;2,369,754
Dec 17, 2021;148.71;149.10;145.77;146.11;128.43;4,799,189
Dec 16, 2021;147.75;149.62;146.17;149.09;131.05;2,691,000
Dec 15, 2021;146.39;147.34;145.38;146.97;129.19;2,559,320
Dec 14, 2021;146.20;147.66;145.69;146.09;128.41;2,783,690
Dec 13, 2021;147.99;148.30;145.83;145.97;128.30;3,025,760
Dec 10, 2021;148.78;148.78;147.25;148.08;130.16;1,846,146
Dec 9, 2021;147.57;148.33;146.86;147.11;129.30;2,103,286
Dec 8, 2021;147.58;147.85;145.84;147.19;129.38;2,305,888
Dec 7, 2021;148.09;149.11;147.31;147.62;129.75;2,778,069
Dec 6, 2021;145.92;149.06;145.48;148.16;130.23;4,088,646
Dec 3, 2021;142.06;144.57;141.45;144.31;126.84;3,610,604
Dec 2, 2021;143.43;144.46;142.03;142.36;125.13;4,027,052
Dec 1, 2021;144.27;146.03;142.73;142.75;125.47;3,893,698
Nov 30, 2021;146.07;147.04;142.09;142.17;124.97;6,387,238
Nov 29, 2021;147.55;147.85;146.30;147.35;129.52;2,780,102
Nov 26, 2021;145.92;147.85;144.98;146.76;129.00;2,287,111
Nov 24, 2021;149.64;150.08;148.44;148.52;130.55;1,780,246
Nov 23, 2021;151.01;151.61;149.37;150.05;131.89;2,325,263
Nov 22, 2021;149.87;152.41;149.48;150.22;132.04;2,836,792
Nov 19, 2021;150.03;151.18;148.93;149.86;131.72;2,969,190
Nov 18, 2021;152.27;152.63;149.41;149.47;131.38;3,029,229
Nov 17, 2021;153.32;153.74;151.86;153.29;133.65;2,692,316
Nov 16, 2021;153.27;154.01;152.76;153.32;133.68;2,362,100
Nov 15, 2021;153.92;154.72;152.93;153.27;133.63;1,750,226
Nov 12, 2021;151.30;155.77;150.74;153.56;133.89;5,268,021
Nov 11, 2021;153.02;153.04;150.09;150.68;131.37;2,376,093
Nov 10, 2021;151.61;152.88;150.50;152.53;132.98;2,048,270
Nov 9, 2021;151.65;152.65;150.88;151.61;132.19;2,131,750
Nov 8, 2021;152.73;153.37;150.73;151.79;132.34;2,219,656
Nov 5, 2021;152.27;153.70;151.30;152.01;132.53;2,169,903
Nov 4, 2021;152.57;152.98;150.70;151.01;131.66;2,453,474
Nov 3, 2021;152.00;152.69;150.48;152.37;132.85;2,372,146
Nov 2, 2021;150.49;152.26;150.18;152.15;132.66;2,646,748
Nov 1, 2021;149.27;150.28;148.42;150.15;130.91;2,404,558
Oct 29, 2021;150.26;151.26;148.93;149.40;130.26;3,061,162
Oct 28, 2021;149.04;150.51;149.03;150.39;131.12;2,326,100
Oct 27, 2021;152.40;152.46;148.90;149.03;129.94;3,141,892
Oct 26, 2021;151.40;153.70;149.81;152.31;132.79;3,750,178
Oct 25, 2021;150.92;152.97;150.04;152.51;132.97;3,235,300
Oct 22, 2021;152.65;153.25;151.15;151.17;131.80;3,146,556
Oct 21, 2021;152.88;153.04;150.94;152.27;132.77;1,986,556
Oct 20, 2021;152.67;153.16;152.21;152.53;132.98;2,139,046
Oct 19, 2021;152.54;152.88;151.87;152.43;132.90;1,667,344
Oct 18, 2021;151.16;152.11;149.95;151.94;132.47;2,096,947
Oct 15, 2021;151.08;153.01;151.07;152.12;132.63;2,584,317
Oct 14, 2021;148.83;150.84;148.79;150.77;131.45;2,725,923
Oct 13, 2021;146.83;149.16;146.35;148.14;129.16;2,428,478
Oct 12, 2021;147.41;147.90;146.43;146.76;127.96;2,578,456
Oct 11, 2021;148.85;149.33;147.32;147.39;128.51;3,218,556
Oct 8, 2021;148.47;148.91;147.81;147.95;129.00;2,953,522
Oct 7, 2021;150.50;151.15;148.58;148.66;129.62;3,442,208
Oct 6, 2021;147.68;149.29;146.76;149.16;130.05;2,460,890
Oct 5, 2021;147.31;149.34;146.80;148.73;129.67;2,258,407
Oct 4, 2021;145.61;148.08;145.30;147.19;128.33;3,600,080
Oct 1, 2021;147.37;148.34;145.67;147.73;128.80;2,893,483
Sep 30, 2021;151.94;152.22;146.63;146.67;127.88;3,869,778
Sep 29, 2021;150.43;151.66;149.81;151.24;131.86;2,003,061
Sep 28, 2021;152.02;152.88;150.31;150.54;131.26;2,739,318
Sep 27, 2021;151.20;153.14;151.18;152.00;132.52;2,454,312
Sep 24, 2021;151.76;152.23;151.02;151.37;131.98;2,483,972
Sep 23, 2021;150.63;152.88;150.50;151.78;132.34;2,615,054
Sep 22, 2021;149.92;151.30;149.62;150.37;131.10;2,656,077
Sep 21, 2021;151.31;151.40;148.58;149.18;130.07;3,564,200
Sep 20, 2021;149.36;151.96;149.07;150.94;131.61;4,965,912
Sep 17, 2021;151.41;152.73;150.01;151.75;132.31;12,820,283
Sep 16, 2021;153.97;154.35;152.02;152.73;133.16;3,054,106
Sep 15, 2021;152.86;154.77;152.45;154.01;134.27;3,055,182
Sep 14, 2021;155.23;155.52;151.91;152.53;132.98;3,975,624
Sep 13, 2021;154.93;157.12;153.51;154.87;135.03;6,035,614
Sep 10, 2021;156.24;156.55;154.26;154.31;134.54;2,668,874
Sep 9, 2021;156.81;157.62;154.73;155.31;135.41;3,634,046
Sep 8, 2021;155.22;157.53;154.70;157.10;136.97;4,374,131
Sep 7, 2021;161.30;162.68;155.15;155.17;135.29;7,035,231
Sep 3, 2021;162.59;163.55;161.90;162.53;141.71;1,751,542
Sep 2, 2021;162.27;162.98;161.76;162.95;142.07;2,505,022
Sep 1, 2021;162.67;162.83;161.32;161.74;141.02;2,302,778
Aug 31, 2021;163.75;163.87;162.33;162.83;141.97;3,365,424
Aug 30, 2021;163.19;164.96;162.85;164.02;143.01;1,511,624
Aug 27, 2021;163.88;164.43;162.31;163.09;142.19;2,567,214
Aug 26, 2021;162.37;163.37;161.92;163.31;142.39;1,742,931
Aug 25, 2021;162.64;163.09;161.14;162.49;141.67;1,928,670
Aug 24, 2021;162.89;163.96;162.49;162.83;141.97;1,665,310
Aug 23, 2021;163.04;164.08;161.94;162.78;141.92;2,361,263
Aug 20, 2021;162.49;163.15;161.68;162.34;141.54;2,867,290
Aug 19, 2021;163.04;164.07;162.47;163.34;141.34;2,766,109
Aug 18, 2021;166.03;166.23;164.14;164.31;142.17;2,530,856
Aug 17, 2021;168.90;168.90;165.22;166.85;144.37;2,736,328
Aug 16, 2021;168.14;169.54;167.54;169.16;146.37;1,921,972
Aug 13, 2021;168.25;168.65;167.47;167.71;145.11;2,285,197
Aug 12, 2021;168.46;169.21;167.53;168.42;145.73;1,473,233
Aug 11, 2021;167.22;168.70;166.65;168.54;145.83;2,652,010
Aug 10, 2021;165.75;166.80;165.30;166.60;144.15;1,911,686
Aug 9, 2021;165.26;165.68;164.53;165.08;142.84;1,427,187
Aug 6, 2021;165.70;166.60;165.18;165.66;143.34;1,334,975
Aug 5, 2021;166.01;166.49;164.96;165.38;143.10;1,883,939
Aug 4, 2021;167.56;167.90;164.88;165.16;142.91;2,460,172
Aug 3, 2021;166.00;169.07;165.05;168.09;145.44;2,641,007
Aug 2, 2021;166.45;167.81;165.08;165.15;142.90;1,593,670
Jul 30, 2021;165.55;166.59;164.88;165.50;143.20;2,284,719
Jul 29, 2021;167.22;167.22;165.50;165.69;143.37;2,535,759
Jul 28, 2021;166.66;167.53;165.64;165.79;143.45;2,558,364
Jul 27, 2021;164.89;168.11;162.97;167.62;145.04;3,587,880
Jul 26, 2021;167.60;169.52;167.17;168.62;145.90;2,881,403
Jul 23, 2021;167.65;168.09;166.34;167.63;145.05;1,878,557
Jul 22, 2021;168.49;168.60;166.12;166.45;144.02;2,033,798
Jul 21, 2021;168.17;169.63;167.19;167.87;145.25;2,390,924
Jul 20, 2021;165.84;169.08;165.61;167.91;145.29;3,328,827
Jul 19, 2021;165.38;166.00;163.14;165.18;142.93;3,762,975
Jul 16, 2021;169.83;169.91;166.31;166.70;144.24;2,959,024
Jul 15, 2021;168.42;169.54;167.67;169.39;146.57;2,557,885
Jul 14, 2021;167.71;169.88;167.23;169.59;146.74;2,939,409
Jul 13, 2021;167.30;168.17;166.51;166.89;144.41;2,019,207
Jul 12, 2021;165.64;168.44;165.47;167.21;144.68;2,588,144
Jul 9, 2021;166.97;168.81;166.60;168.06;145.42;2,925,536
Jul 8, 2021;165.97;166.85;164.98;165.78;143.44;2,591,852
Jul 7, 2021;163.99;167.27;163.99;167.11;144.59;2,027,220
Jul 6, 2021;164.22;165.37;162.84;164.62;142.45;3,045,494
Jul 2, 2021;166.16;167.47;165.50;167.13;144.62;1,929,028
Jul 1, 2021;166.76;166.95;165.34;166.46;144.04;2,222,048
Jun 30, 2021;163.80;166.37;163.49;166.08;143.70;3,100,032
Jun 29, 2021;164.05;165.41;163.65;163.90;141.82;2,222,168
Jun 28, 2021;163.68;164.65;162.53;164.30;142.16;2,512,198
Jun 25, 2021;161.72;163.32;161.62;162.83;140.90;7,385,898
Jun 24, 2021;161.62;161.99;160.23;161.59;139.82;2,621,393
Jun 23, 2021;162.88;163.39;160.77;160.84;139.17;3,559,894
Jun 22, 2021;162.83;163.92;162.29;163.16;141.18;2,120,030
Jun 21, 2021;161.86;164.41;161.86;163.22;141.23;3,023,966
Jun 18, 2021;161.40;161.85;160.14;160.20;138.62;6,045,302
Jun 17, 2021;164.55;165.13;161.37;163.16;141.18;3,091,540
Jun 16, 2021;167.70;168.05;164.56;164.64;142.46;2,654,761
Jun 15, 2021;168.73;168.78;166.83;167.73;145.14;2,045,040
Jun 14, 2021;169.14;170.23;167.58;168.36;145.68;2,088,096
Jun 11, 2021;170.37;171.32;168.49;169.57;146.73;2,028,775
Jun 10, 2021;170.69;171.38;169.55;169.84;146.96;2,335,908
Jun 9, 2021;170.20;170.21;168.85;169.52;146.68;2,042,290
Jun 8, 2021;168.90;170.60;168.18;170.23;147.29;2,034,874
Jun 7, 2021;172.53;172.92;169.99;170.34;147.39;1,831,196
Jun 4, 2021;170.66;172.34;170.38;172.28;149.07;2,234,846
Jun 3, 2021;169.31;171.13;168.74;170.29;147.35;2,274,912
Jun 2, 2021;170.34;170.54;169.20;169.97;147.08;2,245,370
Jun 1, 2021;171.39;171.48;169.36;169.90;147.01;1,874,491
May 28, 2021;170.47;170.89;169.57;169.77;146.89;2,082,475
May 27, 2021;169.73;170.55;169.41;169.93;147.04;2,939,290
May 26, 2021;168.23;168.72;167.47;168.55;145.84;2,209,371
May 25, 2021;169.61;169.73;168.37;168.65;145.93;1,817,202
May 24, 2021;169.57;170.17;168.83;169.41;146.58;1,828,923
May 21, 2021;168.65;170.37;168.13;168.78;146.04;1,838,491
May 20, 2021;168.14;169.06;167.64;168.60;145.89;1,689,350
May 19, 2021;168.82;169.48;166.66;169.40;145.51;2,655,359
May 18, 2021;171.40;171.56;169.57;169.76;145.81;2,119,073
May 17, 2021;171.07;171.70;170.31;171.50;147.31;1,833,109
May 14, 2021;170.57;171.51;169.74;170.89;146.78;1,764,578
May 13, 2021;166.09;170.60;165.88;170.08;146.09;2,014,423
May 12, 2021;170.23;170.32;166.20;166.28;142.83;2,667,798
May 11, 2021;172.74;173.00;169.23;170.33;146.31;3,052,790
May 10, 2021;171.40;174.71;170.62;173.35;148.90;3,842,389
May 7, 2021;169.16;170.46;168.26;169.79;145.84;2,204,946
May 6, 2021;168.29;169.32;167.61;169.24;145.37;2,201,358
May 5, 2021;167.22;168.66;165.45;168.43;144.67;2,414,126
May 4, 2021;165.96;166.86;165.17;166.71;143.19;2,247,284
May 3, 2021;165.54;166.78;164.43;166.06;142.64;2,128,641
Apr 30, 2021;165.27;166.38;163.99;164.83;141.58;2,998,492
Apr 29, 2021;164.56;166.73;164.11;166.43;142.96;2,256,852
Apr 28, 2021;163.04;164.97;162.88;163.82;140.72;3,010,212
Apr 27, 2021;160.13;163.76;157.72;162.58;139.65;6,249,100
Apr 26, 2021;169.72;169.72;166.87;166.91;143.37;3,084,364
Apr 23, 2021;168.06;169.87;168.05;169.06;145.22;2,229,464
Apr 22, 2021;167.78;169.04;167.37;167.98;144.28;2,650,097
Apr 21, 2021;165.80;168.48;165.65;167.96;144.27;3,168,204
Apr 20, 2021;166.34;166.68;165.08;165.80;142.42;1,977,108
Apr 19, 2021;165.64;166.13;164.44;166.05;142.63;2,631,798
Apr 16, 2021;166.15;166.95;165.54;166.04;142.62;3,312,322
Apr 15, 2021;164.95;165.39;163.80;165.12;141.83;1,748,074
Apr 14, 2021;163.50;165.04;163.06;164.51;141.30;1,883,700
Apr 13, 2021;163.89;164.99;163.35;164.27;141.10;2,702,601
Apr 12, 2021;165.72;166.63;164.77;165.41;142.08;2,011,792
Apr 9, 2021;163.93;166.35;163.93;165.55;142.20;2,582,882
Apr 8, 2021;162.56;164.44;162.23;163.65;140.56;2,860,593
Apr 7, 2021;162.34;163.34;162.14;163.00;140.01;1,795,794
Apr 6, 2021;163.04;163.55;162.20;162.91;139.93;1,761,349
Apr 5, 2021;162.12;163.84;161.96;163.02;140.03;2,347,748
Apr 1, 2021;161.58;162.14;159.57;161.12;138.40;2,274,912
Mar 31, 2021;162.16;162.57;160.58;161.10;138.38;2,902,572
Mar 30, 2021;163.03;164.41;162.11;162.74;139.79;2,244,533
Mar 29, 2021;161.89;164.48;161.80;163.66;140.58;3,111,753
Mar 26, 2021;161.38;163.00;160.71;162.94;139.96;3,202,410
Mar 25, 2021;160.23;161.67;159.01;161.45;138.68;2,656,316
Mar 24, 2021;157.55;161.15;157.26;159.44;136.95;3,383,723
Mar 23, 2021;157.83;160.29;157.11;157.47;135.26;3,311,365
Mar 22, 2021;157.41;158.66;156.36;158.42;136.08;3,115,939
Mar 19, 2021;159.36;159.70;157.77;157.78;135.53;7,987,964
Mar 18, 2021;157.69;160.61;157.69;159.70;137.17;3,648,398
Mar 17, 2021;156.63;158.85;156.40;157.44;135.24;3,091,780
Mar 16, 2021;157.19;157.58;155.50;156.23;134.19;2,707,744
Mar 15, 2021;155.54;158.55;155.28;158.43;136.08;3,946,800
Mar 12, 2021;155.19;155.69;154.07;154.62;132.81;3,219,154
Mar 11, 2021;153.12;154.74;152.26;154.32;132.56;2,843,251
Mar 10, 2021;152.48;155.00;151.68;154.27;132.51;2,835,357
Mar 9, 2021;153.43;153.97;151.35;151.49;130.12;3,399,152
Mar 8, 2021;151.33;155.27;151.28;153.65;131.98;3,079,580
Mar 5, 2021;149.21;151.81;147.95;151.17;129.85;2,706,309
Mar 4, 2021;149.91;150.65;145.54;148.52;127.57;4,228,697
Mar 3, 2021;148.35;150.52;147.83;148.88;127.88;2,712,289
Mar 2, 2021;147.99;148.65;146.15;148.09;127.20;2,717,790
Mar 1, 2021;146.91;148.41;146.91;147.50;126.70;2,200,640
Feb 26, 2021;150.03;150.04;145.99;146.37;125.73;4,022,507
Feb 25, 2021;148.43;151.13;148.35;149.46;128.38;3,150,623
Feb 24, 2021;147.16;148.81;145.28;148.52;127.57;3,280,150
Feb 23, 2021;148.44;148.44;146.08;147.30;126.52;2,813,351
Feb 22, 2021;147.54;148.07;146.33;147.26;126.49;2,716,714
Feb 19, 2021;150.14;151.15;147.32;147.61;126.79;3,572,213
Feb 18, 2021;148.20;150.23;147.28;149.97;128.82;2,496,172
Feb 17, 2021;147.20;148.24;146.44;147.70;126.87;1,887,408
Feb 16, 2021;149.67;150.24;147.42;147.68;126.85;2,193,464
Feb 12, 2021;148.22;149.53;148.17;149.41;128.34;1,293,474
Feb 11, 2021;149.96;150.40;147.02;148.17;127.27;2,617,326
Feb 10, 2021;152.07;152.49;151.04;151.40;128.99;2,307,084
Feb 9, 2021;151.52;152.09;150.65;151.29;128.89;2,323,589
Feb 8, 2021;149.92;151.23;149.81;151.14;128.76;2,816,700
Feb 5, 2021;148.49;149.86;147.74;149.67;127.51;2,179,590
Feb 4, 2021;146.98;148.24;146.75;148.08;126.15;2,192,268
Feb 3, 2021;146.64;148.36;145.11;146.72;125.00;3,437,543
Feb 2, 2021;147.37;148.44;146.20;146.34;124.67;3,401,902
Feb 1, 2021;147.13;148.09;145.46;146.07;124.44;3,073,361
Jan 29, 2021;152.42;152.99;146.21;146.87;125.13;5,043,771
Jan 28, 2021;154.68;156.00;152.66;153.36;130.65;4,967,825
Jan 27, 2021;148.25;156.58;148.13;156.06;132.95;9,684,012
Jan 26, 2021;145.30;147.86;143.88;147.12;125.33;6,158,084
Jan 25, 2021;141.20;144.22;140.66;142.47;121.37;4,010,308
Jan 22, 2021;142.31;142.31;139.83;141.34;120.41;2,809,763
Jan 21, 2021;142.32;143.39;141.63;142.70;121.57;3,215,087
Jan 20, 2021;141.34;142.63;140.83;142.32;121.25;3,196,071
Jan 19, 2021;139.85;141.76;139.46;141.40;120.47;4,668,227
Jan 15, 2021;138.49;139.01;136.61;138.42;117.92;4,246,637
Jan 14, 2021;139.86;139.93;138.15;139.14;118.54;3,462,898
Jan 13, 2021;139.86;140.25;138.84;139.03;118.44;2,509,208
Jan 12, 2021;138.71;139.78;137.19;139.22;118.61;3,527,124
Jan 11, 2021;138.88;139.75;137.96;138.13;117.68;3,272,974
Jan 8, 2021;141.45;141.76;137.63;139.31;118.69;5,750,488
Jan 7, 2021;143.44;145.03;138.93;141.91;120.90;7,012,626
Jan 6, 2021;144.41;146.80;143.85;145.64;124.08;4,002,294
Jan 5, 2021;143.82;144.86;142.68;143.46;122.22;2,745,179
Jan 4, 2021;146.32;147.32;142.60;143.70;122.43;3,583,455
Dec 31, 2020;145.59;146.21;144.80;146.15;124.51;2,202,195
Dec 30, 2020;145.38;146.25;144.97;145.58;124.02;1,697,244
Dec 29, 2020;146.78;146.86;144.77;145.36;123.84;1,457,804
Dec 28, 2020;146.58;147.49;145.81;146.08;124.45;1,677,988
Dec 24, 2020;145.84;146.15;145.00;145.92;124.31;784,815
Dec 23, 2020;146.57;147.00;145.45;145.48;123.94;2,108,070
Dec 22, 2020;146.36;147.10;145.64;146.14;124.50;1,651,915
Dec 21, 2020;145.16;147.27;144.67;146.87;125.13;2,038,702
Dec 18, 2020;147.79;148.38;146.41;147.51;125.67;5,599,672
Dec 17, 2020;147.16;148.38;146.65;147.70;125.83;2,784,049
Dec 16, 2020;145.99;147.03;145.78;146.66;124.95;2,332,080
Dec 15, 2020;145.81;146.37;144.27;146.05;124.43;2,715,638
Dec 14, 2020;146.88;147.32;144.64;144.72;123.29;4,425,320
Dec 11, 2020;144.06;146.03;143.95;145.50;123.96;2,243,337
Dec 10, 2020;146.21;146.66;144.39;145.06;123.58;2,665,645
Dec 9, 2020;144.37;146.86;143.75;146.56;124.86;3,337,916
Dec 8, 2020;141.92;144.51;141.89;144.20;122.85;2,070,037
Dec 7, 2020;143.58;144.23;141.45;142.27;121.20;3,022,053
Dec 4, 2020;143.92;144.78;143.43;144.20;122.85;3,185,666
Dec 3, 2020;143.01;144.97;143.01;143.67;122.40;2,843,849
Dec 2, 2020;142.36;144.30;142.32;143.69;122.41;2,896,473
Dec 1, 2020;145.67;146.90;142.15;142.58;121.46;4,616,082
Nov 30, 2020;146.96;147.16;144.40;144.42;123.04;7,344,995
Nov 27, 2020;148.68;150.19;146.80;147.90;126.00;1,515,452
Nov 25, 2020;147.86;148.28;146.70;148.09;126.17;2,454,431
Nov 24, 2020;146.32;148.18;146.24;148.06;126.14;3,690,856
Nov 23, 2020;145.28;146.20;145.03;145.60;124.04;2,468,903
Nov 20, 2020;143.39;144.61;142.94;144.56;123.15;3,177,652
Nov 19, 2020;142.62;143.71;141.56;143.49;122.24;3,571,256
Nov 18, 2020;145.90;146.07;143.25;143.31;121.04;3,128,497
Nov 17, 2020;144.68;145.90;142.86;145.18;122.63;3,097,520
Nov 16, 2020;144.33;145.39;142.29;145.37;122.78;2,911,423
Nov 13, 2020;140.40;142.36;139.87;141.96;119.91;2,167,272
Nov 12, 2020;140.59;141.46;138.44;139.67;117.97;2,651,173
Nov 11, 2020;142.75;142.76;140.13;141.48;119.50;3,449,742
Nov 10, 2020;138.12;141.53;137.01;141.42;119.45;4,186,478
Nov 9, 2020;145.59;146.68;136.41;136.65;115.42;5,284,048
Nov 6, 2020;136.84;137.37;135.09;136.30;115.13;2,015,260
Nov 5, 2020;135.59;137.47;135.47;136.45;115.25;2,605,486
Nov 4, 2020;136.08;138.21;133.70;133.91;113.11;3,756,516
Nov 3, 2020;137.84;139.49;136.91;138.39;116.89;2,268,692
Nov 2, 2020;135.61;136.64;134.56;136.24;115.07;2,531,454
Oct 30, 2020;132.38;133.75;131.27;133.75;112.97;2,672,462
Oct 29, 2020;132.20;133.93;130.54;132.51;111.92;3,206,356
Oct 28, 2020;133.62;136.16;132.21;132.55;111.96;3,665,860
Oct 27, 2020;137.54;137.94;134.32;134.64;113.72;4,657,702
Oct 26, 2020;140.20;140.54;137.45;138.93;117.34;3,993,205
Oct 23, 2020;143.75;143.96;141.32;141.97;119.91;2,556,450
Oct 22, 2020;141.84;142.97;140.79;142.73;120.56;1,989,187
Oct 21, 2020;142.42;143.90;141.36;141.45;119.47;1,807,276
Oct 20, 2020;142.56;144.81;142.13;142.93;120.73;2,168,348
Oct 19, 2020;142.99;144.11;141.20;141.76;119.74;2,284,240
Oct 16, 2020;142.09;143.87;141.49;142.95;120.74;2,964,406
Oct 15, 2020;138.84;141.87;138.63;141.37;119.41;1,959,168
Oct 14, 2020;139.64;141.76;139.46;140.80;118.93;1,716,619
Oct 13, 2020;140.72;141.68;138.80;139.32;117.68;1,884,059
