Data;Abertura;Max;Min;Fechamento;Fechamento_Ajustado;Volume
Mar 27, 2019;173.41;173.86;171.51;173.21;138.58;2,396,784
Mar 26, 2019;171.40;173.61;171.21;173.28;138.63;2,267,138
Mar 25, 2019;170.12;171.80;169.11;169.91;135.94;2,416,638
Mar 22, 2019;174.16;174.32;170.96;171.12;136.91;3,248,456
Mar 21, 2019;172.91;175.72;172.22;175.26;140.22;2,736,568
Mar 20, 2019;174.75;176.01;173.32;174.16;139.34;2,074,582
Mar 19, 2019;174.83;176.04;174.17;174.77;139.83;2,812,514
Mar 18, 2019;174.28;174.41;171.91;174.32;139.47;2,204,946
Mar 15, 2019;174.25;174.46;172.90;173.98;139.20;5,256,061
Mar 14, 2019;172.83;173.45;172.02;173.39;138.73;2,144,906
Mar 13, 2019;172.93;173.33;171.93;172.79;138.25;2,435,893
Mar 12, 2019;173.78;174.24;171.72;172.07;137.67;2,529,660
Mar 11, 2019;168.80;173.21;168.61;173.16;138.54;2,852,819
Mar 8, 2019;165.87;168.20;165.55;167.97;134.39;2,062,502
Mar 7, 2019;169.36;169.36;165.97;167.11;133.70;3,994,162
Mar 6, 2019;171.18;171.23;169.53;169.57;135.66;2,183,059
Mar 5, 2019;171.89;173.29;170.43;170.43;136.36;3,282,422
Mar 4, 2019;174.74;175.57;172.02;172.96;138.38;2,379,920
Mar 1, 2019;174.59;175.38;172.99;173.49;138.80;2,098,262
Feb 28, 2019;174.79;174.79;173.04;173.40;138.74;2,537,553
Feb 27, 2019;175.25;175.33;174.05;174.77;139.83;1,842,558
Feb 26, 2019;176.07;176.91;175.06;175.07;140.07;1,998,875
Feb 25, 2019;175.98;176.71;175.87;176.07;140.87;2,611,466
Feb 22, 2019;173.72;175.30;173.20;175.04;140.05;1,834,903
Feb 21, 2019;174.05;174.84;173.29;173.72;138.99;2,078,170
Feb 20, 2019;174.69;174.72;173.34;174.36;139.50;2,247,404
Feb 19, 2019;173.84;174.87;173.40;174.26;139.42;1,835,142
Feb 15, 2019;172.63;174.72;172.24;174.63;139.72;2,392,478
Feb 14, 2019;172.73;173.18;170.61;171.35;137.09;2,666,721
Feb 13, 2019;173.15;175.92;172.73;175.35;139.33;3,548,891
Feb 12, 2019;169.62;172.90;169.06;172.72;137.24;3,137,108
Feb 11, 2019;168.00;168.23;166.92;167.98;133.48;1,810,146
Feb 8, 2019;166.57;167.10;165.47;167.07;132.75;1,736,353
Feb 7, 2019;168.08;169.23;166.27;167.09;132.77;2,331,482
Feb 6, 2019;168.24;169.80;167.43;169.37;134.58;2,000,190
Feb 5, 2019;167.83;168.17;167.00;168.16;133.62;2,436,132
Feb 4, 2019;166.40;167.44;164.09;167.40;133.01;2,360,426
Feb 1, 2019;168.47;168.70;165.79;166.52;132.31;2,678,322
Jan 31, 2019;166.22;167.97;165.33;167.47;133.07;3,992,726
Jan 30, 2019;165.74;167.32;162.73;166.61;132.39;2,593,048
Jan 29, 2019;163.05;167.13;162.37;164.67;130.85;5,156,076
Jan 28, 2019;161.49;161.75;159.76;161.54;128.36;3,775,294
Jan 25, 2019;162.81;164.85;162.59;163.80;130.15;2,774,840
Jan 24, 2019;160.75;161.51;160.13;160.97;127.90;1,893,029
Jan 23, 2019;161.06;162.21;159.10;160.78;127.75;1,976,868
Jan 22, 2019;162.39;162.62;159.22;160.75;127.73;3,240,682
Jan 18, 2019;162.49;164.21;160.84;163.76;130.12;3,284,934
Jan 17, 2019;157.66;161.29;157.11;160.29;127.37;2,366,764
Jan 16, 2019;157.62;159.23;157.54;158.43;125.88;2,980,552
Jan 15, 2019;157.89;159.43;157.07;157.98;125.53;3,273,811
Jan 14, 2019;159.40;161.23;158.70;160.68;127.67;2,289,622
Jan 11, 2019;160.40;161.11;159.58;160.71;127.70;2,822,440
Jan 10, 2019;159.59;162.05;158.36;161.87;128.62;2,319,403
Jan 9, 2019;161.58;162.16;160.02;160.79;127.76;2,587,666
Jan 8, 2019;161.37;162.30;158.51;160.27;127.35;2,965,841
Jan 7, 2019;160.00;160.79;157.74;159.60;126.81;2,585,991
Jan 4, 2019;156.15;160.52;155.54;159.97;127.11;3,582,140
Jan 3, 2019;157.42;157.42;152.92;153.65;122.08;4,016,407
Jan 2, 2019;157.04;159.69;156.10;159.66;126.86;2,960,339
Dec 31, 2018;159.15;160.24;157.61;159.31;126.59;2,158,062
Dec 28, 2018;160.38;160.79;157.67;158.34;125.81;2,764,434
Dec 27, 2018;153.43;159.45;152.91;159.45;126.69;3,359,564
Dec 26, 2018;149.98;155.79;147.88;155.74;123.74;3,498,898
Dec 24, 2018;152.08;153.46;149.26;149.35;118.67;2,690,402
Dec 21, 2018;157.07;159.28;153.55;153.64;122.08;8,012,243
Dec 20, 2018;158.12;159.80;155.10;156.67;124.49;4,316,603
Dec 19, 2018;163.88;165.74;158.61;158.83;126.20;3,906,734
Dec 18, 2018;161.70;164.65;161.50;162.68;129.26;3,153,015
Dec 17, 2018;163.75;165.76;160.41;161.22;128.10;3,046,930
Dec 14, 2018;167.32;168.54;163.75;163.96;130.28;2,957,947
Dec 13, 2018;168.42;169.23;166.82;169.01;134.29;2,190,713
Dec 12, 2018;167.73;169.41;166.97;167.07;132.75;2,295,124
Dec 11, 2018;168.28;168.90;164.00;165.10;131.19;2,187,364
Dec 10, 2018;165.85;166.35;161.91;165.82;131.76;2,368,439
Dec 7, 2018;169.41;170.88;164.72;165.75;131.70;2,696,382
Dec 6, 2018;166.90;169.80;165.71;169.46;134.65;3,578,193
Dec 4, 2018;173.96;174.37;168.97;169.06;134.33;3,227,645
Dec 3, 2018;176.60;177.22;173.12;174.55;138.69;2,982,106
Nov 30, 2018;170.87;173.85;170.55;173.85;138.13;3,793,592
Nov 29, 2018;170.46;172.11;169.45;171.04;135.90;1,876,763
Nov 28, 2018;168.89;170.86;166.74;170.85;135.76;2,612,542
Nov 27, 2018;166.49;168.33;164.53;167.80;133.33;2,487,202
Nov 26, 2018;166.03;168.75;164.98;167.11;132.78;2,775,916
Nov 23, 2018;165.35;166.12;164.54;164.55;130.75;1,195,880
Nov 21, 2018;166.96;168.21;166.10;166.13;132.00;2,191,909
Nov 20, 2018;170.22;170.69;167.38;167.65;132.31;3,201,931
Nov 19, 2018;173.77;173.95;170.88;171.89;135.65;3,851,598
Nov 16, 2018;169.93;175.39;169.40;174.75;137.91;3,133,998
Nov 15, 2018;165.33;171.51;164.08;171.33;135.21;3,776,370
Nov 14, 2018;167.89;168.09;164.12;165.60;130.69;3,346,049
Nov 13, 2018;165.15;167.96;164.85;165.86;130.90;2,593,885
Nov 12, 2018;167.70;167.87;164.30;164.75;130.02;3,312,920
Nov 9, 2018;170.57;170.57;166.97;168.14;132.70;2,905,443
Nov 8, 2018;168.06;170.79;167.83;170.63;134.66;3,030,664
Nov 7, 2018;164.87;168.39;163.39;168.30;132.82;2,923,502
Nov 6, 2018;161.60;163.46;161.37;163.29;128.87;2,272,639
Nov 5, 2018;161.79;162.68;160.71;161.58;127.52;3,452,254
Nov 2, 2018;161.92;162.60;160.20;161.21;127.23;3,671,242
Nov 1, 2018;159.37;161.55;158.94;160.72;126.84;2,682,389
Oct 31, 2018;159.45;160.64;158.59;159.08;125.54;3,402,740
Oct 30, 2018;156.21;158.93;154.68;158.70;125.25;3,491,842
Oct 29, 2018;157.07;157.93;153.14;155.34;122.60;3,429,650
Oct 26, 2018;153.27;156.07;152.16;154.64;122.04;4,241,255
Oct 25, 2018;155.99;156.76;152.47;154.67;122.07;4,228,099
Oct 24, 2018;160.62;161.34;153.82;154.30;121.77;5,984,186
Oct 23, 2018;157.86;162.95;154.26;160.99;127.06;9,873,698
Oct 22, 2018;168.27;170.07;166.96;168.36;132.87;3,902,907
Oct 19, 2018;167.32;168.14;165.86;167.10;131.87;3,788,091
Oct 18, 2018;169.18;169.33;165.89;167.54;132.22;2,797,922
Oct 17, 2018;168.72;170.38;167.60;169.67;133.91;2,181,743
Oct 16, 2018;167.61;169.33;166.58;169.17;133.51;2,319,642
Oct 15, 2018;165.40;167.81;165.07;166.34;131.27;2,168,109
Oct 12, 2018;167.95;169.36;163.82;165.74;130.80;3,346,528
Oct 11, 2018;168.19;169.66;164.30;164.49;129.81;4,182,651
Oct 10, 2018;174.91;174.91;168.52;169.02;133.39;4,216,139
Oct 9, 2018;177.83;178.19;175.28;175.94;138.85;3,525,090
Oct 8, 2018;178.20;179.41;177.47;179.24;141.45;1,993,373
Oct 5, 2018;179.22;179.79;176.47;178.25;140.68;2,559,799
Oct 4, 2018;179.64;180.32;177.29;178.80;141.10;2,012,270
Oct 3, 2018;180.60;181.72;179.72;180.40;142.37;2,558,483
Oct 2, 2018;177.58;180.47;177.34;180.36;142.34;2,092,282
Oct 1, 2018;177.59;178.43;176.68;177.42;140.02;2,187,245
Sep 28, 2018;175.19;176.66;174.64;176.18;139.04;2,990,239
Sep 27, 2018;177.26;177.98;175.59;175.68;138.64;1,925,321
Sep 26, 2018;176.83;177.75;176.12;176.48;139.28;2,006,529
Sep 25, 2018;179.04;179.04;175.82;176.12;138.99;2,500,358
Sep 24, 2018;180.09;180.49;177.83;178.52;140.89;2,445,581
Sep 21, 2018;181.71;182.17;180.28;180.88;142.75;6,654,185
Sep 20, 2018;179.52;181.44;178.31;179.99;142.05;2,481,820
Sep 19, 2018;177.07;179.05;176.95;178.19;140.63;2,253,862
Sep 18, 2018;175.79;177.12;174.27;176.86;139.58;1,976,868
Sep 17, 2018;173.46;175.74;173.33;175.19;138.26;1,926,038
Sep 14, 2018;174.62;175.84;173.20;173.81;137.17;2,059,034
Sep 13, 2018;173.36;174.87;172.70;174.79;137.94;2,596,875
Sep 12, 2018;177.51;179.57;172.16;172.83;136.40;5,904,652
Sep 11, 2018;176.72;177.44;175.59;177.07;139.74;2,353,130
Sep 10, 2018;178.66;180.91;177.98;178.04;140.50;2,870,041
Sep 7, 2018;177.46;178.07;175.56;177.73;140.27;3,276,083
Sep 6, 2018;177.26;178.40;176.48;177.88;140.38;2,826,746
Sep 5, 2018;174.16;177.18;173.37;177.12;139.78;2,333,994
Sep 4, 2018;176.05;176.21;173.54;174.41;137.65;2,521,766
Aug 31, 2018;175.23;177.02;175.12;176.35;139.18;2,324,426
Aug 30, 2018;175.34;176.50;174.94;175.77;138.72;2,679,997
Aug 29, 2018;174.89;176.40;174.34;175.97;138.87;2,523,919
Aug 28, 2018;174.72;175.69;174.31;175.11;138.19;2,555,493
Aug 27, 2018;172.39;174.33;172.12;174.19;137.47;2,125,531
Aug 24, 2018;169.97;171.81;169.79;171.65;135.46;2,005,214
Aug 23, 2018;169.73;169.86;168.44;169.52;133.79;1,635,291
Aug 22, 2018;172.05;172.05;170.07;170.79;133.89;1,747,715
Aug 21, 2018;171.40;172.27;170.89;171.98;134.82;2,044,801
Aug 20, 2018;172.01;172.07;170.28;171.07;134.11;2,501,673
Aug 17, 2018;169.97;171.40;168.80;171.21;134.22;1,912,284
Aug 16, 2018;168.91;170.09;168.75;169.86;133.16;1,961,679
Aug 15, 2018;166.60;168.70;164.81;168.39;132.00;2,426,564
Aug 14, 2018;167.04;168.13;166.73;167.66;131.43;2,055,924
Aug 13, 2018;168.91;169.56;166.81;167.09;130.99;1,898,291
Aug 10, 2018;170.41;170.68;168.06;168.86;132.38;2,264,267
Aug 9, 2018;173.19;173.89;170.98;171.22;134.23;2,167,870
Aug 8, 2018;174.32;174.78;172.88;173.19;135.77;1,258,312
Aug 7, 2018;173.92;175.26;173.39;174.39;136.71;1,572,262
Aug 6, 2018;173.45;173.46;171.61;172.83;135.48;1,272,305
Aug 3, 2018;172.17;173.56;171.57;173.32;135.87;1,554,680
Aug 2, 2018;172.20;172.23;170.44;171.85;134.72;2,032,841
Aug 1, 2018;176.40;176.47;172.97;173.12;135.71;2,471,654
Jul 31, 2018;173.27;177.91;172.66;177.53;139.17;4,273,428
Jul 30, 2018;174.12;174.96;171.20;171.51;134.45;2,440,438
Jul 27, 2018;174.48;176.09;172.95;173.43;135.96;2,688,608
Jul 26, 2018;171.31;174.28;171.11;173.88;136.31;3,406,567
Jul 25, 2018;167.75;170.98;167.66;170.89;133.96;4,000,859
Jul 24, 2018;161.32;169.06;159.34;167.79;131.54;9,791,054
Jul 23, 2018;168.51;168.51;165.28;166.25;130.33;3,909,844
Jul 20, 2018;166.66;169.69;165.76;168.85;132.37;2,781,178
Jul 19, 2018;168.70;169.14;166.81;168.56;132.14;3,129,214
Jul 18, 2018;169.08;169.87;168.35;169.06;132.54;2,326,220
Jul 17, 2018;168.05;169.79;167.33;168.95;132.45;2,297,038
Jul 16, 2018;168.52;168.55;167.29;168.15;131.82;1,755,728
Jul 13, 2018;167.45;168.72;167.22;168.21;131.87;1,943,978
Jul 12, 2018;166.53;167.22;165.05;166.66;130.65;2,073,266
Jul 11, 2018;167.07;167.07;165.13;165.28;129.57;2,216,308
Jul 10, 2018;168.06;169.38;167.55;168.46;132.06;2,019,685
Jul 9, 2018;165.67;167.93;165.61;167.67;131.44;2,352,652
Jul 6, 2018;164.79;165.60;164.21;165.10;129.43;1,942,902
Jul 5, 2018;164.77;165.12;163.07;165.00;129.35;2,415,083
Jul 3, 2018;164.29;166.35;163.46;163.74;128.36;1,469,764
Jul 2, 2018;163.43;163.79;161.80;163.48;128.16;2,171,338
Jun 29, 2018;164.27;166.74;164.26;164.48;128.94;3,195,234
Jun 28, 2018;163.46;164.59;162.38;163.85;128.45;2,366,525
Jun 27, 2018;164.36;167.14;162.84;162.98;127.76;3,456,081
Jun 26, 2018;164.58;165.51;163.86;164.36;128.85;2,559,679
Jun 25, 2018;163.86;164.16;161.91;163.71;128.34;3,495,310
Jun 22, 2018;165.04;165.08;163.19;164.30;128.80;2,738,960
Jun 21, 2018;165.42;165.42;162.70;163.48;128.16;2,894,798
Jun 20, 2018;166.67;167.22;164.93;165.62;129.83;2,808,567
Jun 19, 2018;168.28;168.75;165.83;166.71;130.69;3,835,333
Jun 18, 2018;169.34;171.05;167.43;170.71;133.83;3,399,989
Jun 15, 2018;169.36;171.45;167.32;171.38;134.35;6,517,602
Jun 14, 2018;172.04;172.47;170.15;170.26;133.47;2,656,914
Jun 13, 2018;171.52;171.96;170.34;171.31;134.30;2,509,088
Jun 12, 2018;171.96;172.20;170.53;171.34;134.32;2,160,096
Jun 11, 2018;172.73;172.90;171.40;171.51;134.45;2,754,268
Jun 8, 2018;171.39;172.87;170.91;172.73;135.41;2,595,559
Jun 7, 2018;170.72;172.15;170.37;171.46;134.42;2,725,923
Jun 6, 2018;168.76;170.61;168.52;170.45;133.62;2,747,571
Jun 5, 2018;168.13;168.98;167.97;168.23;131.88;2,686,336
Jun 4, 2018;167.83;168.64;167.28;168.11;131.79;2,880,446
Jun 1, 2018;166.18;167.58;165.79;166.88;130.82;2,185,092
May 31, 2018;165.64;165.93;164.10;164.91;129.28;6,282,708
May 30, 2018;164.79;166.71;164.46;166.12;130.23;2,563,148
May 29, 2018;165.55;165.98;163.13;163.66;128.30;2,806,773
May 25, 2018;165.83;166.73;165.49;166.41;130.46;2,017,054
May 24, 2018;166.25;167.37;164.66;166.73;130.71;2,457,780
May 23, 2018;165.33;166.22;164.35;166.11;130.22;3,274,289
May 22, 2018;168.86;168.99;166.16;166.36;130.42;2,767,424
May 21, 2018;167.64;169.67;167.22;168.70;132.25;2,543,294
May 18, 2018;167.46;167.86;165.93;166.35;130.41;3,499,137
May 17, 2018;166.61;168.39;166.13;167.53;131.33;2,709,897
May 16, 2018;167.66;168.09;166.43;167.40;130.34;3,484,546
May 15, 2018;171.37;171.88;168.60;169.24;131.77;2,702,003
May 14, 2018;171.96;172.27;171.13;172.04;133.95;4,049,536
May 11, 2018;171.19;171.71;170.28;171.54;133.56;3,774,217
May 10, 2018;169.41;171.97;169.22;171.43;133.48;3,230,157
May 9, 2018;168.92;171.18;168.37;170.08;132.43;4,020,115
May 8, 2018;167.22;168.99;166.86;168.68;131.34;3,915,106
May 7, 2018;167.27;168.06;166.87;167.44;130.37;3,424,626
May 4, 2018;163.10;167.17;162.26;166.69;129.79;3,673,753
May 3, 2018;162.64;164.46;160.83;163.61;127.39;4,097,376
May 2, 2018;163.17;164.22;162.22;162.63;126.62;4,805,050
May 1, 2018;162.23;163.49;160.07;163.06;126.96;5,633,758
Apr 30, 2018;164.68;165.84;162.36;162.53;126.55;4,794,405
Apr 27, 2018;164.52;164.81;162.54;163.98;127.68;4,012,341
Apr 26, 2018;166.12;166.91;164.02;164.79;128.31;4,932,663
Apr 25, 2018;168.14;168.69;164.72;166.25;129.45;7,421,658
Apr 24, 2018;172.66;172.66;164.62;168.17;130.94;13,958,994
Apr 23, 2018;182.29;182.88;179.56;180.50;140.54;3,014,757
Apr 20, 2018;182.62;184.18;181.22;182.07;141.76;3,150,623
Apr 19, 2018;182.31;183.36;181.46;182.98;142.47;1,737,908
Apr 18, 2018;184.27;184.79;183.24;183.55;142.91;1,912,763
Apr 17, 2018;183.24;185.36;182.89;184.02;143.28;2,216,786
Apr 16, 2018;181.61;183.34;181.10;182.02;141.73;2,464,358
Apr 13, 2018;182.35;182.84;179.31;180.20;140.31;2,433,262
Apr 12, 2018;180.37;182.01;179.77;180.95;140.89;2,742,308
Apr 11, 2018;179.10;180.51;178.51;179.21;139.53;2,176,481
Apr 10, 2018;180.03;182.87;179.96;181.42;141.26;3,417,450
Apr 9, 2018;178.72;181.32;177.59;177.93;138.54;2,614,576
Apr 6, 2018;181.77;182.98;176.42;177.47;138.18;2,994,664
Apr 5, 2018;182.81;184.21;181.07;182.83;142.36;3,444,360
Apr 4, 2018;177.58;182.21;176.52;181.91;141.63;2,976,605
Apr 3, 2018;178.09;180.99;176.36;180.88;140.83;3,596,133
Apr 2, 2018;182.32;182.88;175.14;177.78;138.42;4,593,597
Mar 29, 2018;182.10;185.10;181.82;183.55;142.91;3,161,028
Mar 28, 2018;181.63;183.66;179.69;181.05;140.97;3,017,388
Mar 27, 2018;184.80;185.50;179.54;180.49;140.53;3,225,253
Mar 26, 2018;182.16;184.62;179.92;184.15;143.38;4,274,504
Mar 23, 2018;186.87;187.52;179.99;180.07;140.20;5,048,555
Mar 22, 2018;194.01;194.08;186.29;186.60;145.29;5,137,418
Mar 21, 2018;194.82;198.34;194.24;195.77;152.43;1,899,607
Mar 20, 2018;194.08;195.98;193.63;194.36;151.33;2,066,688
Mar 19, 2018;197.33;197.60;192.53;193.61;150.75;3,135,553
Mar 16, 2018;197.05;199.14;197.05;198.34;154.43;5,810,168
Mar 15, 2018;196.67;199.06;195.82;197.22;153.55;2,117,518
Mar 14, 2018;199.67;200.10;195.53;195.89;152.53;2,678,681
Mar 13, 2018;201.42;203.15;198.07;198.64;154.66;2,403,840
Mar 12, 2018;202.42;203.26;200.08;200.50;156.11;2,572,955
Mar 9, 2018;199.00;201.81;197.47;201.80;157.12;2,201,716
Mar 8, 2018;197.62;198.74;195.75;197.61;153.86;2,338,419
Mar 7, 2018;193.33;197.51;192.80;196.96;153.36;2,647,705
Mar 6, 2018;195.69;197.26;192.98;195.37;152.12;2,500,956
Mar 5, 2018;192.31;195.41;191.08;194.66;151.56;2,673,419
Mar 2, 2018;192.10;193.37;189.24;192.62;149.97;3,483,709
Mar 1, 2018;197.45;198.02;191.91;193.43;150.61;4,170,572
Feb 28, 2018;202.04;202.58;196.82;196.91;153.32;2,943,834
Feb 27, 2018;204.52;204.57;201.27;201.32;156.75;2,126,847
Feb 26, 2018;199.84;204.73;199.42;204.13;158.94;3,691,813
Feb 23, 2018;198.04;198.90;195.98;198.18;154.30;1,933,573
Feb 22, 2018;194.34;198.47;194.20;197.32;153.64;2,732,262
Feb 21, 2018;196.25;198.88;194.06;194.13;151.15;3,063,434
Feb 20, 2018;196.10;197.88;195.58;196.55;153.03;3,200,376
Feb 16, 2018;196.46;199.36;195.14;197.88;154.08;2,657,273
Feb 15, 2018;195.08;196.40;193.04;196.38;152.90;2,544,490
Feb 14, 2018;191.85;194.71;191.03;193.98;150.15;2,796,009
Feb 13, 2018;192.07;193.95;191.41;193.44;149.74;3,018,226
Feb 12, 2018;190.21;192.63;189.05;191.63;148.33;3,935,318
Feb 9, 2018;187.80;189.77;182.42;188.30;145.76;5,404,246
Feb 8, 2018;194.95;195.08;186.16;186.36;144.25;4,486,555
Feb 7, 2018;194.97;198.60;194.67;194.97;150.92;3,451,178
Feb 6, 2018;190.23;196.13;189.64;195.34;151.20;6,109,288
Feb 5, 2018;203.60;204.35;188.97;193.51;149.79;7,882,238
Feb 2, 2018;206.05;207.98;204.75;204.99;158.67;4,695,137
Feb 1, 2018;206.89;209.11;205.84;207.31;160.47;3,187,938
Jan 31, 2018;210.28;211.65;208.70;209.45;162.12;3,751,134
Jan 30, 2018;213.71;213.79;210.21;210.32;162.80;2,885,470
Jan 29, 2018;216.15;216.84;214.02;214.06;165.69;2,758,335
Jan 26, 2018;211.90;217.20;211.86;216.25;167.38;4,461,798
Jan 25, 2018;209.03;213.04;206.61;211.00;163.33;4,195,448
Jan 24, 2018;207.35;207.81;205.89;207.10;160.30;4,151,316
Jan 23, 2018;206.45;206.74;204.95;205.94;159.41;2,179,949
Jan 22, 2018;206.63;207.27;204.92;206.77;160.05;1,985,958
Jan 19, 2018;206.21;207.78;205.35;207.51;160.62;2,408,146
Jan 18, 2018;207.47;208.19;204.78;205.61;159.15;2,671,266
Jan 17, 2018;206.40;207.80;205.52;207.45;160.58;3,012,724
Jan 16, 2018;205.10;206.68;203.87;204.63;158.39;2,883,676
Jan 12, 2018;203.24;205.69;202.76;204.41;158.22;2,361,263
Jan 11, 2018;201.29;202.63;200.46;202.60;156.82;1,779,289
Jan 10, 2018;201.51;202.82;200.69;201.62;156.06;1,962,516
Jan 9, 2018;200.33;202.16;200.12;201.74;156.16;2,027,340
Jan 8, 2018;200.15;201.45;199.98;200.49;155.19;2,235,324
Jan 5, 2018;199.54;201.42;198.78;201.15;155.70;2,195,736
Jan 4, 2018;198.16;200.20;197.72;199.59;154.49;2,682,748
Jan 3, 2018;196.55;197.10;195.06;197.02;152.50;2,623,665
Jan 2, 2018;197.14;198.22;194.66;197.02;152.51;3,505,476
Dec 29, 2017;197.73;198.42;196.80;196.80;152.33;1,607,304
Dec 28, 2017;198.11;198.23;196.72;197.09;152.56;1,422,881
Dec 27, 2017;196.92;197.78;196.35;197.49;152.87;1,160,718
Dec 26, 2017;196.56;197.56;196.51;196.86;152.38;943,764
Dec 22, 2017;196.79;197.39;195.89;196.26;151.92;1,531,598
Dec 21, 2017;197.32;198.37;195.99;196.30;151.95;2,680,954
Dec 20, 2017;199.16;199.39;197.73;198.09;153.33;1,939,434
Dec 19, 2017;200.23;200.45;198.08;199.32;154.29;2,235,204
Dec 18, 2017;199.48;200.68;198.29;199.35;154.30;2,675,811
Dec 15, 2017;199.99;200.40;198.70;199.00;154.03;5,404,365
Dec 14, 2017;200.94;201.34;198.84;199.06;154.08;2,373,701
Dec 13, 2017;198.09;200.33;197.85;199.92;154.75;3,238,648
Dec 12, 2017;197.81;202.07;197.42;197.81;153.11;3,308,495
Dec 11, 2017;199.99;200.84;198.88;200.08;154.87;2,084,508
Dec 8, 2017;200.67;201.51;198.57;199.11;154.12;2,391,761
Dec 7, 2017;199.37;201.75;198.94;200.92;155.52;1,635,052
Dec 6, 2017;200.94;201.57;198.14;199.56;154.47;2,301,224
Dec 5, 2017;200.85;200.89;198.88;199.21;154.20;1,845,548
Dec 4, 2017;203.22;204.21;199.42;200.05;154.85;2,952,565
Dec 1, 2017;203.34;203.70;199.96;201.63;156.07;2,669,831
Nov 30, 2017;199.72;203.55;198.74;203.29;157.36;4,788,066
Nov 29, 2017;197.37;199.16;197.02;199.01;154.04;2,098,502
Nov 28, 2017;195.75;197.27;195.13;197.02;152.50;2,238,553
Nov 27, 2017;193.77;196.10;193.25;195.65;151.44;2,129,837
Nov 24, 2017;194.01;194.01;192.98;193.46;149.75;788,284
Nov 22, 2017;194.87;195.54;193.48;193.63;149.88;1,640,673
Nov 21, 2017;194.16;197.08;194.16;195.73;150.74;2,538,630
Nov 20, 2017;192.22;195.31;191.93;193.55;149.07;2,033,200
Nov 17, 2017;190.99;192.24;190.42;191.77;147.70;2,083,193
Nov 16, 2017;190.46;192.30;190.46;191.82;147.73;1,464,861
Nov 15, 2017;190.69;191.06;189.00;190.13;146.43;1,808,472
Nov 14, 2017;190.75;192.27;189.59;191.75;147.68;1,666,267
Nov 13, 2017;189.57;190.99;189.18;190.82;146.96;2,111,299
Nov 10, 2017;190.19;191.00;189.10;190.18;146.47;1,549,777
Nov 9, 2017;191.09;191.81;189.84;190.96;147.07;1,884,657
Nov 8, 2017;192.17;192.85;191.79;192.17;148.00;1,806,199
Nov 7, 2017;192.63;192.95;191.59;192.35;148.14;1,858,106
Nov 6, 2017;194.16;194.51;192.43;192.57;148.31;1,596,301
Nov 3, 2017;193.61;194.46;193.08;194.16;149.54;1,892,909
Nov 2, 2017;192.51;194.65;191.93;194.17;149.54;1,924,962
Nov 1, 2017;193.14;193.78;191.56;192.46;148.22;1,662,320
Oct 31, 2017;193.46;193.65;192.15;192.47;148.23;2,282,207
Oct 30, 2017;195.37;195.37;192.84;193.16;148.76;3,256,230
Oct 27, 2017;195.84;196.45;194.44;196.27;151.16;2,392,478
Oct 26, 2017;199.21;199.67;194.24;194.77;150.00;4,048,460
Oct 25, 2017;196.50;198.95;195.60;198.73;153.05;4,920,942
Oct 24, 2017;191.47;199.75;191.46;196.20;151.10;7,784,046
Oct 23, 2017;185.42;186.27;184.95;185.24;142.67;2,584,915
Oct 20, 2017;183.90;185.05;183.27;185.05;142.52;1,970,769
Oct 19, 2017;182.68;183.32;181.83;183.31;141.18;1,637,324
Oct 18, 2017;181.87;182.81;181.75;182.50;140.55;1,690,666
Oct 17, 2017;182.68;182.88;180.99;182.07;140.22;2,572,357
Oct 16, 2017;182.02;182.88;181.61;182.88;140.84;1,417,499
Oct 13, 2017;182.97;183.75;181.27;182.04;140.20;1,748,074
Oct 12, 2017;181.10;181.97;180.84;181.93;140.12;2,281,968
Oct 11, 2017;181.23;181.32;179.48;181.03;139.42;2,455,268
Oct 10, 2017;181.76;181.94;181.06;181.23;139.58;1,400,396
Oct 9, 2017;180.57;181.61;180.34;181.17;139.53;1,261,302
Oct 6, 2017;180.60;181.05;179.99;181.04;139.43;1,974,357
Oct 5, 2017;181.01;181.95;180.52;180.91;139.33;2,081,638
Oct 4, 2017;179.64;181.39;179.35;181.04;139.43;1,957,134
Oct 3, 2017;177.78;179.43;176.74;179.41;138.17;1,955,340
Oct 2, 2017;176.20;177.92;175.61;177.89;137.01;1,545,352
Sep 29, 2017;174.80;175.50;174.52;175.50;135.16;1,952,111
Sep 28, 2017;174.16;175.48;174.12;175.21;134.94;2,502,989
Sep 27, 2017;176.50;176.74;174.05;175.15;134.89;2,230,660
Sep 26, 2017;176.64;177.95;176.36;176.45;135.89;1,464,622
Sep 25, 2017;176.40;176.61;175.06;176.20;135.70;1,924,603
Sep 22, 2017;175.28;176.67;174.98;176.22;135.72;1,785,987
Sep 21, 2017;176.34;176.94;175.79;175.95;135.51;1,653,350
Sep 20, 2017;177.07;177.76;174.17;176.01;135.56;3,572,691
Sep 19, 2017;179.12;179.47;177.97;178.56;137.52;1,709,921
Sep 18, 2017;178.93;178.96;177.73;178.73;137.65;1,521,790
Sep 15, 2017;177.75;179.03;176.14;178.39;137.39;4,349,134
Sep 14, 2017;174.87;177.18;174.53;176.78;136.15;2,373,103
Sep 13, 2017;174.85;175.83;174.39;175.16;134.90;1,351,002
Sep 12, 2017;175.51;176.39;174.97;175.28;135.00;1,723,675
Sep 11, 2017;172.63;175.40;172.32;175.22;134.95;2,160,813
Sep 8, 2017;170.86;172.34;169.87;171.98;132.45;1,762,904
